cgmlst_ST	cgmlst_distance	cgmlst_genome_match	cgmlst_matching_alleles	cgmlst_subspecies	fasta_filepath	genome	h1	h2	mash_distance	mash_genome	mash_match	mash_serovar	mash_subspecies	o_antigen	qc_messages	qc_status	serogroup	serovar	serovar_antigen	serovar_cgmlst
	0.3363636363636363	SAL_GA9193AA	219	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3183_irida-submission-9351.fasta	3183_irida-submission-9351	-	1,5	0.0206126	SRR1299390	480	Blockley		6,8	FAIL: Large number of cgMLST330 loci missing (n=107 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Input genome size (2385211 bp) not within expected range of 4000000-6000000 (bp) for Salmonella | WARNING: Only matched 219 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0	FAIL	-	Blockley	Abaetetuba|Abuja|Adana|Ahmadi|Ahuza|Alamo|Albertbanjul|Amina|Amounderness|Amoutive|Antsalova|Arapahoe|Aschersleben|Assen|Australia|Azteca|Badagry|Bahrenfeld|Banana|Bareilly|Bargny|Bergues|Berkeley|Berlin|Bietri|Blijdorp|Blockley|Bloomsbury|Bobo|Bootle|Bordeaux|Bovismorbificans|Brackenridge|Bradford|Brazil|Brijbhumi|Brunei|Bukavu|Butantan|Camberene|Cannobio|Catalunia|Catumagos|Cerro|Chagoua|Champaign|Cheltenham|Chicago|Chiredzi|Choleraesuis|Claibornei|Cochin|Colorado|Connecticut|Cotham|Crewe|Czernyring|Dahra|Djama|Doncaster|Donna|Dortmund|Driffield|Eastbourne|Eastglam|Edinburg|Egusi|Enugu|Eppendorf|Farakan|Ferruch|Finkenwerder|Fitzroy|Fluntern|Freetown|Frintrop|Fufu|Fulda|Gaillac|Garba|Gatineau|Gbadago|Gege|Gerland|Glidji|Gnesta|Goelzau|Goeteborg|Gokul|Goulfey|Gouloumbo|Groenekan|Gustavia|Haardt|Harburg|Hemingford|Hermannswerder|Hessarek|Hiduddify|Hillegersberg|Hindmarsh|Hofit|Homosassa|Houston|Ibadan|Idikan|Ilala|India|Infantis|Inganda|Ipswich|Irenea|Irumu|Isangi|Istoria|Itami|Ituri|Jamaica|Jangwani|Javiana|Kabete|Kalamu|Karaya|Kasenyi|Kiambu|Kimberley|Kingabwa|Koessen|Korbol|Korkeasaari|Korlebu|Kottbus|Kuntair|Lagos|Lansing|Lattenkamp|Lawndale|Leer|Leeuwarden|Legon|Leipzig|Leoben|Lexington|Limete|Lindi|Loanda|Logone|Lomita|Lovelace|Lubumbashi|Luedinghausen|Madigan|Malika|Mampeza|Mango|Manhattan|Mapo|Mara|Maracaibo|Maricopa|Marsabit|Marseille|Martonos|Massenya|Memphis|Messina|Miami|Michigan|Mishmarhaemek|Mississippi|Moero|Molesey|Mono|Montreal|Morehead|Moundou|Mountpleasant|Mowanjum|Muenster|Nagoya|Ndolo|Nessziona|Neunkirchen|Newmexico|Ngor|Niakhar|Nima|Niumi|Obogu|Ochsenwerder|Odienne|Oesterbro|Ogbete|Onderstepoort|Ontario|Orion|Oritamerin|Orleans|Ottawa|Ouagadougou|Overschie|Panama|Paratyphi A|Paratyphi C|Paris|Pasing|Poitiers|Portland|Potosi|Ramatgan|Reading|Riogrande|Riverside|Roodepoort|Rovaniemi|Saboya|Samaru|Sanjuan|Saphra|Sculcoates|Sendai|Senegal|Senneville|Seremban|Shangani|Sheffield|Shikmonah|Sinstorf|Solna|Solt|Spartel|Steinwerder|Straengnaes|Stuivenberg|Takoradi|Tananarive|Tennenlohe|Thompson|Torhout|Toucra|Trachau|Tschangu|Typhisuis|Tyresoe|Uganda|Ughelli|Uithof|Utah|Utrecht|Vancouver|Vanier|Verviers|Victoria|Vilvoorde|Wa|Waedenswil|Warengo|Willamette|Windermere|Winnipeg|Winslow|Yenne|Yovokome|Zanzibar|Zehlendorf|Zigong	Blockley
831237832.0	0.0060606060606061	SRR1060555	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3184_irida-submission-7558.fasta	3184_irida-submission-7558	i	z6	0.000312573	SRR1060555	987	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
3465163128.0	0.0060606060606061	SAL_EA2751AA	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3186_irida-submission-7560.fasta	3186_irida-submission-7560	z10	e,n,x	0.00060662	SRR1292244	975	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
981490664.0	0.00303030303030305	SAL_CA9785AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3191_irida-submission-7562.fasta	3191_irida-submission-7562	z10	e,n,x	4.769060000000001e-05	SRR1263928	998	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
3493747232.0	0.009090909090909038	SAL_BA8006AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3193_irida-submission-7564.fasta	3193_irida-submission-7564	k	1,5	0.00131423	66450	947	Thompson	enterica	6,7,14		PASS	C1	Thompson	Abaetetuba|Thompson	Thompson
2175089819.0	0.0060606060606061	SAL_DA1972AA	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3196_irida-submission-9353.fasta	3196_irida-submission-9353	l,v	e,n,z15	0.000191626	SRR1257273	992	Brandenburg	enterica	4,[5],12		PASS	B	Brandenburg	Brandenburg	Brandenburg
981490664.0	0.00303030303030305	SAL_CA9785AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3197_irida-submission-7566.fasta	3197_irida-submission-7566	z10	e,n,x	7.15897e-05	62595	997	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
365477147.0	0.012121212121212088	SAL_DA6782AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3198_irida-submission-7568.fasta	3198_irida-submission-7568	i	1,2	0.00014350299999999998	SRR1164565	994	Typhimurium	enterica	1,4,[5],12		PASS	B	Typhimurium	Typhimurium	Typhimurium
365477147.0	0.012121212121212088	SAL_DA6782AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3199_irida-submission-7570.fasta	3199_irida-submission-7570	i	1,2	9.55247e-05	SRR1164565	996	Typhimurium	enterica	1,4,[5],12		PASS	B	Typhimurium	Typhimurium	Typhimurium
981490664.0	0.00303030303030305	SAL_CA9785AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3200_irida-submission-7572.fasta	3200_irida-submission-7572	z10	e,n,x	4.769060000000001e-05	62595	998	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
1259546126.0	0.012121212121212088	701	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3301_irida-submission-9355.fasta	3301_irida-submission-9355	m,t	-	0.000239895	13819	990	Oranienburg	enterica	6,7,14		PASS	C1	Oranienburg	Haelsingborg|Moers|Oranienburg|Othmarschen	Oranienburg
2530889020.0	0.00303030303030305	SAL_EA2551AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3302_irida-submission-7574.fasta	3302_irida-submission-7574	i	z6	0.000264084	22694	989	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
4276213353.0	0.009090909090909038	SRR1207440	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3303_irida-submission-7576.fasta	3303_irida-submission-7576	g,m	-	0.0	69744	1000	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
1079243148.0	0.0060606060606061	SAL_GA5983AA	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3304_irida-submission-9357.fasta	3304_irida-submission-9357	f,g	-	0.00108342	SRR1249008	956	Rissen	enterica	6,7,14		PASS	C1	Rissen	Rissen	Rissen
506558729.0	0.00303030303030305	SAL_GA9514AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3305_irida-submission-7578.fasta	3305_irida-submission-7578	i	z6	0.00028831	SRR1060555	988	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
506558729.0	0.00303030303030305	SAL_GA9514AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3306_irida-submission-7580.fasta	3306_irida-submission-7580	i	z6	0.00028831	SRR1060555	988	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
2530889020.0	0.00303030303030305	SAL_EA2551AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3310_irida-submission-7582.fasta	3310_irida-submission-7582	i	z6	0.00028831	22694	988	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
3777534970.0	0.0060606060606061	SAL_EA2551AA	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3311_irida-submission-7584.fasta	3311_irida-submission-7584	i	z6	0.000336872	SRR1158022	986	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
705057321.0	0.012121212121212088	SAL_GA2666AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3312_irida-submission-9359.fasta	3312_irida-submission-9359	k	1,5	0.0008809530000000001	SRR1299390	964	Blockley	enterica	6,8		PASS	C2-C3	Blockley	Blockley|Haardt	Blockley
2530889020.0	0.00303030303030305	SAL_EA2551AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3313_irida-submission-7586.fasta	3313_irida-submission-7586	i	z6	0.00028831	22694	988	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
1649081426.0	0.015151515151515138	SAL_EA2974AA	325	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3314_irida-submission-7588.fasta	3314_irida-submission-7588	i	z6	2.3827399999999998e-05	SRR1122609	999	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
2530889020.0	0.00303030303030305	SAL_EA2551AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3315_irida-submission-7590.fasta	3315_irida-submission-7590	i	z6	0.00028831	22694	988	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
2355305043.0	0.00303030303030305	SAL_EA2974AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3317_irida-submission-7592.fasta	3317_irida-submission-7592	i	z6	4.769060000000001e-05	SRR1186222	998	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
2530889020.0	0.00303030303030305	SAL_EA2551AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3318_irida-submission-7594.fasta	3318_irida-submission-7594	i	z6	0.00028831	SRR1272854	988	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
2530889020.0	0.00303030303030305	SAL_EA2551AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3319_irida-submission-7596.fasta	3319_irida-submission-7596	i	z6	0.00058191	22694	976	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
1773137032.0	0.00303030303030305	SAL_HA6638AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3321_irida-submission-7485.fasta	3321_irida-submission-7485	i	z6	0.000312573	SRR1060555	987	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
506558729.0	0.00303030303030305	SAL_GA9514AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3322_irida-submission-7487.fasta	3322_irida-submission-7487	i	z6	0.000312573	SRR1060555	987	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
2530889020.0	0.00303030303030305	SAL_EA2551AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3323_irida-submission-7499.fasta	3323_irida-submission-7499	i	z6	0.00028831	22694	988	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
2651024875.0	0.0060606060606061	SAL_EA3044AA	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3324_irida-submission-7489.fasta	3324_irida-submission-7489	i	z6	0.00028831	SRR1060555	988	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
1773137032.0	0.00303030303030305	SAL_HA6638AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3326_irida-submission-7491.fasta	3326_irida-submission-7491	i	z6	0.000264084	SRR1195630	989	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
3137579461.0	0.0060606060606061	SAL_EA5327AA	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3332_irida-submission-7376.fasta	3332_irida-submission-7376	r	1,2	2.3827399999999998e-05	SRR1002841	999	Heidelberg	enterica	1,4,[5],12		PASS	B	Heidelberg	Heidelberg	Heidelberg
1821033916.0	0.012121212121212088	SAL_DA5421AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3333_irida-submission-7381.fasta	3333_irida-submission-7381	i	1,2	0.000981871	SRR1177571	960	Typhimurium	enterica	1,4,[5],12		PASS	B	Typhimurium	Typhimurium	Typhimurium
2530889020.0	0.00303030303030305	SAL_EA2551AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3336_irida-submission-7501.fasta	3336_irida-submission-7501	i	z6	0.000264084	22694	989	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
2530889020.0	0.00303030303030305	SAL_EA2551AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3337_irida-submission-7503.fasta	3337_irida-submission-7503	i	z6	0.000264084	22694	989	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
2530889020.0	0.00303030303030305	SAL_EA2551AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3338_irida-submission-7505.fasta	3338_irida-submission-7505	i	z6	0.000557238	SRR1060555	977	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
786383937.0	0.015151515151515138	SRR949856	325	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3339_irida-submission-7440.fasta	3339_irida-submission-7440	i	-	9.55247e-05	SRR1195662	996	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
1440094770.0	0.00303030303030305	SAL_DA0270AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3341_irida-submission-7493.fasta	3341_irida-submission-7493	i	z6	0.000361208	SRR1060555	985	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
922576986.0	0.0060606060606061	SAL_BA9443AA	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3342_irida-submission-7379.fasta	3342_irida-submission-7379	r	1,2	2.3827399999999998e-05	SRR1002841	999	Heidelberg	enterica	1,4,[5],12		PASS	B	Heidelberg	Heidelberg	Heidelberg
506558729.0	0.00303030303030305	SAL_GA9514AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3344_irida-submission-7495.fasta	3344_irida-submission-7495	i	z6	4.769060000000001e-05	SRR1264933	998	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
	0.23939393939393938	SAL_FA3080AA	251	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3346_3_2_irida-submission-9324.fasta	3346_3_2_irida-submission-9324	-	-	0.0144049	9249	586	Enteritidis		-	FAIL: Large number of cgMLST330 loci missing (n=76 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Input genome size (2788235 bp) not within expected range of 4000000-6000000 (bp) for Salmonella | WARNING: Only matched 251 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0	FAIL	-	-:-:-	-:-:-	Enteritidis
	0.16969696969696968	SAL_FA9232AA	274	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3346_3_4_2_irida-submission-9328.fasta	3346_3_4_2_irida-submission-9328	-	-	0.010356200000000001	9249	673	Enteritidis		-	FAIL: Large number of cgMLST330 loci missing (n=53 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Input genome size (3186854 bp) not within expected range of 4000000-6000000 (bp) for Salmonella | WARNING: Only matched 274 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0	FAIL	-	-:-:-	-:-:-	Enteritidis
	0.012121212121212088	SAL_HA9619AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3346_3_4_irida-submission-9326.fasta	3346_3_4_irida-submission-9326	g,m	-	7.15897e-05	39480	997	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
1546612575.0	0.009090909090909038	SAL_HA9619AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3346_4_2_irida-submission-9330.fasta	3346_4_2_irida-submission-9330	g,m	-	7.15897e-05	39480	997	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
1546612575.0	0.009090909090909038	SAL_HA9619AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3346-8_irida-submission-9361.fasta	3346-8_irida-submission-9361	g,m	-	7.15897e-05	39480	997	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
1546612575.0	0.009090909090909038	SAL_HA9619AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3346_WT_irida-submission-9332.fasta	3346_WT_irida-submission-9332	g,m	-	7.15897e-05	39480	997	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
395770686.0	0.012121212121212088	SAL_EA3895AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3348_irida-submission-7346.fasta	3348_irida-submission-7346	g,m	-	0.00011949600000000001	SRR1106234	995	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
2530889020.0	0.00303030303030305	SAL_EA2551AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3349_irida-submission-7507.fasta	3349_irida-submission-7507	i	z6	0.00028831	22694	988	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
506558729.0	0.00303030303030305	SAL_GA9514AA	329	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3351_irida-submission-7497.fasta	3351_irida-submission-7497	i	z6	0.000312573	SRR1060555	987	Kentucky	enterica	8,20		PASS	C2-C3	Kentucky	Kentucky	Kentucky
395770686.0	0.012121212121212088	SAL_EA3895AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3352_irida-submission-7348.fasta	3352_irida-submission-7348	g,m	-	7.15897e-05	50363	997	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
1190059414.0	0.009090909090909038	SAL_EA3063AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/3353_irida-submission-7444.fasta	3353_irida-submission-7444	z10	e,n,x	7.15897e-05	SRR1299374	997	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
27006736.0	0.012121212121212088	SRR949856	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6633_irida-submission-5053.fasta	6633_irida-submission-5053	i	-	0.000336872	SRR1060709	986	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
27006736.0	0.012121212121212088	SRR949856	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6634_irida-submission-5055.fasta	6634_irida-submission-5055	i	-	0.000336872	SRR1060709	986	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
27006736.0	0.012121212121212088	SRR949856	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6635_irida-submission-5061.fasta	6635_irida-submission-5061	i	-	0.000361208	SRR1060709	985	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
	0.018181818181818188	SAL_HA4608AA	324	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6636_irida-submission-5057.fasta	6636_irida-submission-5057	i	-	0.000361208	SRR1060709	985	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
27006736.0	0.012121212121212088	SRR949856	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6637_irida-submission-5059.fasta	6637_irida-submission-5059	i	-	0.000361208	SRR1060709	985	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
	0.018181818181818188	SRR949856	324	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6638_irida-submission-5063.fasta	6638_irida-submission-5063	i	-	0.00038558099999999997	SRR1060709	984	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
	0.018181818181818188	SAL_HA4608AA	324	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6639_irida-submission-5067.fasta	6639_irida-submission-5067	i	-	0.000361208	SRR1060709	985	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
	0.018181818181818188	SAL_HA4608AA	324	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6640_irida-submission-5065.fasta	6640_irida-submission-5065	i	-	0.000336872	SRR1060709	986	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
	0.018181818181818188	SAL_HA4608AA	324	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6641_irida-submission-5069.fasta	6641_irida-submission-5069	i	-	0.000361208	SRR1060709	985	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
	0.018181818181818188	SRR949856	324	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6642_irida-submission-5071.fasta	6642_irida-submission-5071	i	-	0.000336872	SRR1060709	986	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
27006736.0	0.012121212121212088	SRR949856	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6643_irida-submission-5075.fasta	6643_irida-submission-5075	i	-	0.000361208	SRR1060709	985	I 4,[5],12:i:-	enterica	4,[5],12		PASS	B	I 4,[5],12:i:-	I 4,[5],12:i:-	I 4,[5],12:i:-
2668130956.0	0.0060606060606061	SAL_FA1146AA	328	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6644_irida-submission-5073.fasta	6644_irida-submission-5073	z10	e,n,x	0.00014350299999999998	SRR1299374	994	Hadar	enterica	6,8		PASS	C2-C3	Hadar	Hadar|Istanbul	Hadar
365477147.0	0.012121212121212088	SAL_DA6782AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6645_irida-submission-5124.fasta	6645_irida-submission-5124	i	1,2	0.00011949600000000001	SRR1164565	995	Typhimurium	enterica	1,4,[5],12		PASS	B	Typhimurium	Typhimurium	Typhimurium
365477147.0	0.012121212121212088	SAL_DA6782AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6646_irida-submission-5126.fasta	6646_irida-submission-5126	i	1,2	0.00011949600000000001	SRR1164565	995	Typhimurium	enterica	1,4,[5],12		PASS	B	Typhimurium	Typhimurium	Typhimurium
	1.0		0		/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6647_irida-submission-5128.fasta	6647_irida-submission-5128	-	-	0.295981	SRR1041467	1	Agona		-	FAIL: Large number of cgMLST330 loci missing (n=330 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Input genome size (17601 bp) not within expected range of 4000000-6000000 (bp) for Salmonella | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0	FAIL	-	-:-:-	-:-:-	
365477147.0	0.012121212121212088	SAL_DA6782AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6648_irida-submission-5130.fasta	6648_irida-submission-5130	i	1,2	0.000191626	SRR1164565	992	Typhimurium	enterica	1,4,[5],12		PASS	B	Typhimurium	Typhimurium	Typhimurium
	0.015151515151515138	SAL_EA0455AA	325	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6649_irida-submission-5132.fasta	6649_irida-submission-5132	i	1,2	0.00011949600000000001	SRR1282380	995	Typhimurium	enterica	1,4,[5],12		PASS	B	Typhimurium	Typhimurium	Typhimurium
	0.015151515151515138	SAL_DA9770AA	325	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6650_irida-submission-5134.fasta	6650_irida-submission-5134	i	1,2	9.55247e-05	SRR1282380	996	Typhimurium	enterica	1,4,[5],12		PASS	B	Typhimurium	Typhimurium	Typhimurium
	0.018181818181818188	SAL_DA6782AA	324	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6651_irida-submission-5136.fasta	6651_irida-submission-5136	i	1,2	0.000215742	SRR1164565	991	Typhimurium	enterica	1,4,[5],12		PASS	B	Typhimurium	Typhimurium	Typhimurium
	0.024242424242424288	SRR1157891	322	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6652_irida-submission-5138.fasta	6652_irida-submission-5138	i	1,2	0.000167546	SRR1282380	993	Typhimurium	enterica	1,4,[5],12		PASS	B	Typhimurium	Typhimurium	Typhimurium
